Project,Year,Domain
Design anad implementation of triac based on load tap changer with primary tappings,2016,Electrical Drives/Machines
AAROGGAME:AT INTLIGENT HEALTH CARE SYSTEM,2016,Electronics
A MONITORING SYSTEM USING SMARTPHONE FOR CONTROLLING VARIOUS PARAMETER IN AGRICULTURE FIELD,2016,Electronics
REMOTE MONITORING OF BABY IN INCUBATOR,2016,Electronics
AUTOMATIC IRRIGATION SYSTEM BY SENSING SOIL NATURE ,2016,Electronics
BUS IDENTIFICATION FOR BLIND PERSON ,2016,Electronics
DISASTER MANEGMENT SYSTEM ,2016,Electronics
IOT BASED PARKING SYSTEM USING GOOGLE MAP,2016,Electronics
ANIMAL WIRELESS LOCATION AND HEALTH REPORT USING IOT,2016,Electronics
ANYLISIS OF GLOBAL RECIPE DATA USING SUPERVISED WEBMINE TECHNIC,2016,Electronics
BLACK BOX FOR VEHICLE ,2016,Electronics
DESIGN AND DEVELOPMENT REAL TIME HEALTH CONTROL & LOCALIZATION ,2016,Electronics
EXPRESSIVE ENGLISH TEXT TO SPEECH CONVERTION SYSTEM ,2016,Electronics
SUBSTATION PROTECTION CIRCUIT ,2016,Electronics
IOT BASED SMART GARBAGED BEAN MANEGMENT FOR SMART CITY,2016,Electronics
SMS COMMUNICATION SYSTEM FOR BLIND PEOPLE,2016,Electronics
PAPER BASED SCREEN PRINTED TRY BAND U SLOT MONOPOLO ANTINA,2016,Electronics
AUTOMATIC SIGN DETECTION AND SPEED CONTROL ,2016,Electronics
AUTOMATIC BRIGDE WRECKAGE MONITORING,2016,Electronics
CHILD TRACKING SYSTEM USING ANDROID,2016,Electronics
SMART FARMING USING AUTOMATIC AEROPANIC SYSTEM,2016,Electronics
DESIGN OF LOW COIL INTELLIGENT PROSTHETIC LEG ,2016,Electronics
Surveilience robot using IOT & Raspberry,2016,Electronics
The smart survilience system by using Raspberry Pi technology,2016,Electronics
Anti earthquake & avalanche protection bed by using plc and gps  module,2016,Electronics
Answering Approximate Queries over XML Data,2016,Fuzzy Systems
A Locality Sensitive Low-Rank Model for Image Tag Completion,2016,Image Processing
A Scalable Approach for Content-Based Image Retrieval in Peer-to-Peer Networks,2016,Image Processing
Learning of Multimodal Representations with Random Walks on the Click Graph,2016,Image Processing
Online Multi-Modal Distance Metric Learning with Application to Image Retrieval,2016,Image Processing
Tag Based Image Search by Social Re-ranking,2016,Image Processing
Hidden Ciphertext Policy Attribute-Based Encryption Under Standard Assumptions,2016,Information Forensics & Security
Optimized Search-and-Compute Circuits and Their Application to Query Evaluation on Encrypted Data,2016,Information Forensics & Security
Privacy-Preserving Utility Verification of the Data Published by Non-interactive Differentially Private Mechanisms,2016,Information Forensics & Security
Profiling Online Social Behaviors for Compromised Account Detection,2016,Information Forensics & Security
Social Friend Recommendation Based on Multiple Network Correlation,2016,Java
User-Service Rating Prediction by Exploring Social Users’ Rating Behaviors,2016,Java
Three side dumping trolley,2016,Mechanical + Automobile 
Feasible & Economic approach to extend the range of battery operated  Electrical vehicle,2016,Mechanical + Automobile 
Gear pedal operated two wheeler side stand retrieving machine,2016,Mechanical + Automobile 
Developent of 3D printing robotic RAM,2016,Mechanical + Automobile 
Multipurpose see-saw machine,2016,Mechanical + Automobile 
Automatic tyre Removal machine (2 wheeler),2016,Mechanical + Automobile 
Pneumatic operated automatic jack system for four wheeler,2016,Mechanical + Automobile 
Robatic Arm with voice controlled AGU using android app.,2016,Mechanical + Automobile 
Design and Manufacturing of pneumatically operated wall climbing,2016,Mechanical + Automobile 
Design and Manufacturing of low cost machanical tire Pressure monitoring system to avoid highway accidents,2016,Mechanical + Automobile 
Desicant Assisted Air conditioning,2016,Mechanical + Automobile 
Smart gas Automation System,2016,Mechanical + Automobile 
Vapour absorption refrigeration using waste heat from automobile exhaust,2016,Mechanical + Automobile 
Meal rainforcement  in polymer matrix to produce car bumper,2016,Mechanical + Automobile 
Energy and Memory Efficient Clone Detection in Wireless Sensor Networks,2016,Mobile Computing
EPLQ: Efficient Privacy-Preserving Location-Based Query Over Outsourced Encrypted Data,2016,Mobile Computing
Secure Overlay Routing Using Key Pre-Distribution: A Linear Distance Optimization Approach,2016,Mobile Computing
Detecting Node Failures in Mobile Wireless Networks: A Probabilistic Approach,2016,Mobile Computing
A Stable Approach for Routing Queries in Unstructured P2P Networks,2016,Networking
iPath: Path Inference in Wireless Sensor Networks,2016,Networking
Opportunistic Routing With Congestion Diversity in Wireless Ad Hoc Networks,2016,Networking
Spatial Reusability-Aware Routing in Multi-Hop Wireless Networks,2016,Networking
STAMP: Enabling Privacy-Preserving Location Proofs for Mobile Users,2016,Networking
Mitigating the dropping attacks by support of node privacy in wireless ad hoc networks,2016,Networking
Discriminate the collusion attacks by suing data aggregation in wireless sensor networks,2016,Networking
To mitigate the trust fluctuations in unattended wireless sensor networks by support of trust management,2016,Networking
Discriminating the attacks by using data aggregation technique secure way in wireless sensor networks,2016,Networking
Efficient data access in delay tolerant networks by support of cache secure data,2016,Networking
Secure data discovery in wireless sensor networks with efficiency,2016,Networking
Improve the performance of cluster based networks for secure data transmission,2016,Networking
Secure routing in delay tolerant networks by using dynamic trust management system,2016,Networking
Efficient data access in wireless sensor network by using trust with authority,2016,Networking
Host based intrusion detection system and cooperative mechanism for mitigating the accuracy in virtual network systems,2016,Networking
Mitigate the energy consumption in dynamic wireless sensor networks using mathematical model,2016,Networking
Performance of network lifetime using energy balanced routing method in WSN,2016,Networking
Improve the performance of network based on packet generation,2016,Networking
Improve the lifetime of network by the affect of mitigating the hop count,2016,Networking
Electricity genration from internal threaded rod,2016,Non-Conventional & Renewable Energy Sources 
Solar Drivan low altitude patrolling airora ft.,2016,Non-Conventional & Renewable Energy Sources 
River sweeping arm,2016,Non-Conventional & Renewable Energy Sources 
Zero fule zero emmision vehical,2016,Non-Conventional & Renewable Energy Sources 
Waste heat utilization from tandoor in hotels and dhabas,2016,Non-Conventional & Renewable Energy Sources 
smart traffic control system based on image processing,2016,Non-Conventional & Renewable Energy Sources 
Smart Electric Distribution board,2016,Non-Conventional & Renewable Energy Sources 
Energy Efficient furnace,2016,Non-Conventional & Renewable Energy Sources 
Hydrolic ram based microhydro generator with pumping maintainance using GSM ,2016,Non-Conventional & Renewable Energy Sources 
design and fabrication of solar plate floater tube reduce evapouration rate of dam water,2016,Non-Conventional & Renewable Energy Sources 
Control utility and management of energy resources by PLC and SCADA,2016,Non-Conventional & Renewable Energy Sources 
Automatic aquatic weed remover machine,2016,Non-Conventional & Renewable Energy Sources 
Air quality monetoring device ,2016,Non-Conventional & Renewable Energy Sources 
Manually operated briquetting machine for non woody biomass,2016,Non-Conventional & Renewable Energy Sources 
Third Eye- vision for independent,2016,Non-Conventional & Renewable Energy Sources 
A Hop-by-Hop Routing Mechanism for Green Internet,2016,Parallel and Distributed Systems
Continuous Answering Holistic Queries over Sensor Networks,2016,Parallel and Distributed Systems
Dictionary Based Secure Provenance Compression for Wireless Sensor Networks,2016,Parallel and Distributed Systems
The Server Provisioning Problem for Continuous Distributed Interactive Applications,2016,Parallel and Distributed Systems
An Islanding Detection Method for Inverter-Based Distributed Generators Based on the Reactive Power Disturbance  ,2016,Power Electronics
Contributory Broadcast Encryption with Efficient Encryption and Short Ciphertexts,2016,Secure Computing
Data Lineage in Malicious Environments,2016,Secure Computing
Detecting Malicious Facebook Applications,2016,Secure Computing
FRoDO: Fraud Resilient Device for Off-Line Micro-Payments,2016,Secure Computing
Inference Attack on Browsing History of Twitter Users using Public Click Analytics and Twitter Metadata,2016,Secure Computing
Resolving Multi-party Privacy Conflicts in Social Media,2016,Secure Computing
"Mapping Bug Reports to Relevant Files: A Ranking Model, a Fine- Grained Benchmark, and Feature Evaluation",2016,Software Engineering
Metamorphic Testing for Software Quality Assessment: A Study of Search Engines,2016,Software Engineering
SITAR: GUI Test Script Repair,2016,Software Engineering
A Lightweight Secure Data Sharing Scheme for Mobile Cloud Computing,2017,Cloud Computing
An Efficient and Fine-grained Big Data Access Control Scheme with Privacy- Preserving Policy,2017,Cloud Computing
TEES: An Efficient Search Scheme over Encrypted Data on Mobile Cloud TEES (Traffic and Energy saving Encrypted Search),2017,Cloud Computing
Attribute-Based Storage Supporting Secure De-duplication of Encrypted Data in Cloud.,2017,Cloud Computing
Efficient and Expressive Keyword Search Over Encrypted Data in Cloud.,2017,Cloud Computing
Privacy-Preserving Multi-keyword Top-k Similarity Search Over Encrypted Data,2017,Cloud Computing
RAAC: Robust and Auditable Access Control. With Multiple Attribute Authorities for. Public Cloud Storage,2017,Cloud Computing
FastGeo: Efficient Geometric Range Queries on Encrypted Spatial Data,2017,Cloud Computing
TAFC: Time and Attribute Factors Combined Access Control for Time-Sensitive Data in Public Cloud,2017,Cloud Computing
Securing Cloud Data under Key Exposure,2017,Cloud Computing
Achieving Flexible and Self-Contained Data Protection in Cloud Computing,2017,Cloud Computing
Securing Aggregate Queries for DNA Databases,2017,Cloud Computing
FaaSeC: Enabling Forensics-as-a-Service for Cloud Computing Systems,2017,Cloud Computing
Privacy Protection based Access Control Scheme in Cloud-based Services.,2017,Cloud Computing
A Robust Reputation Management Mechanism In The Federated Cloud,2017,Cloud Computing
Fast Phrase Search for Encrypted Cloud Storage,2017,Cloud Computing
Provably Secure Key-Aggregate Cryptosystems with Broadcast Aggregate Keys for Online Data Sharing on the Cloud,2017,Cloud Computing
Privacy Protection and Intrusion Avoidance for Cloudlet-based Medical Data Sharing,2017,Cloud Computing
"Achieving Secure, Universal, and Fine-Grained Query Results Verification for Secure Search Scheme over Encrypted Cloud Data",2017,Cloud Computing
Strong Key Exposure Resilient Auditing for Secure Cloud Storage,2017,Cloud Computing
Collaborative Filtering-Based Recommendation of Online Social Voting,2017,Computational Social Systems
Privacy-Preserving Selective Aggregation of Online User Behavior Data,2017,Computational Social Systems
Semantically Enhanced Medical Information Retrieval System: A Tensor Factorization Based Approach,2017,Data Mining
Detecting Stress Based on Social Interactions in Social Networks,2017,Data Mining
Influential Node Tracking on Dynamic Social Network: An Interchange Greedy Approach,2017,Data Mining
PPRank: Economically Selecting Initial Users for. Influence Maximization in Social Networks,2017,Data Mining
SocialQ&A: An Online Social Network Based Question and Answer System,2017,Data Mining
Personal Web Revisitation by Context and Content Keywords with Relevance Feedback,2017,Data Mining
Computing Semantic Similarity of Concepts in Knowledge Graphs,2017,Data Mining
A Situational Analytic Method for User Behavior Pattern in Multimedia Social Networks,2017,Data Mining
User Vitality Ranking and Prediction in Social Networking Services: A Dynamic Network Perspective,2017,Data Mining
Analyzing Sentiments in One Go A Supervised Joint Topic Modeling Approach.,2017,Data Mining
User-Centric Similarity Search,2017,Data Mining
Dynamic Facet Ordering for Faceted Product Search Engines,2017,Data Mining
Search Rank Fraud and Malware Detection in Google Play,2017,Data Mining
Query Expansion with Enriched User Profiles for Personalized Search Utilizing Folksonomy Data,2017,Data Mining
Influence Maximization in Trajectory Databases,2017,Data Mining
"Towards Real-Time, Country-Level Location Classification of Worldwide Tweets",2017,Data Mining
An Iterative Classification Scheme for Sanitizing Large-Scale Datasets,2017,Data Mining
DA: A Query-Driven Approach to Entity Resolution,2017,Data Mining
Mining Competitors from Large Unstructured Datasets,2017,Data Mining
Aspect-Level Sentiment Analysis,2017,Data Mining
Incremental Semi Supervised Clustering Ensemble for High Dimensional Data Clustering,2017,Data Mining
Trajectory Community Discovery and Recommendation by Multi-Source Diffusion Modeling,2017,Data Mining
Towards Detecting Compromised Accounts on Social Networks,2017,Dependable and Secure Computing
Public Interest Analysis Based on Implicit Feedback of IPTV Users,2017,Industrial Informatics
When to Make a Topic Popular Again? A Temporal Model for Topic Re-hotting Prediction in Online Social Networks,2017,Information Processing over Networks
Twitter Trends Manipulation: A First Look Inside the Security of Twitter Trending,2017,Information Processing over Networks
NetSpam: A Network-Based Spam Detection Framework for Reviews in Online Social Media,2017,Information Processing over Networks
ProGuard: Detecting Malicious Accounts in Social-Network-Based Online Promotions,2017,Information Security
Leveraging Crowdsourcing for Efficient Malicious Users Detection in Large-Scale Social Networks,2017,Internet of Things
Follow But No Track: Privacy Preserved Profile Publishing in Cyber-Physical Social Systems,2017,Internet of Things
Two-Stage Friend Recommendation Based on Network Alignment and Series Expansion of Probabilistic Topic Model,2017,Java
Privacy-Preserving Learning Analytics: Challenges and Techniques,2017,Learning Technologies
Quantifying Interdependent Privacy Risks with Location Data,2017,Mobile Computing
Searching Trajectories by Regions of Interest,2017,Mobile Computing
iASK: A Distributed Q&A System Incorporating Social Community and Global Collective Intelligence,2017,Parallel and Distributed Systems
Collaborative Filtering Service Recommendation Based on a Novel Similarity Computation Method,2017,Services Computing
Transactional Behavior Verification in Business Process as a Service Configuration,2017,Services Computing
A System for Profiling and Monitoring Database Access Patterns by Application Programs for Anomaly Detection,2017,Software Engineering
